name,breed,rare_gen,price,age,life_expectancy,description_length,description,region,date,image_url
Продам щенков мальтийской болонки,Мальтийская болонка,False,17000,0.2,15,254,"Замечательные малыши. Возраст 3 месяца, привиты, приучены к пеленке, игривые и активные без врожденных недостатков. Эти собаки не вызывают аллергию и станут прекрасным другом вашей семьи. При необходимости возможна доставка. Пишите телеграмм @Fioletovo13",Тюмень,05.09.2022,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/96/8d/9a/599615_130x130.jpg
Продаются щенки белого шпица,Померанский шпиц,False,16000,0.4,12,147,"Продаются шикарные белоснежные малыши. Возраст 2.5 месяца, активные, приучены к пеленке и готовы к новому дому. Набивная шубка и правильный прикус.",Тюмень,05.09.2022,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/8d/e8/a7/599617_130x130.jpg
Продаются щенки Джек Рассел Терьера,Джек рассел терьер,True,25000,0.5,13,263,"Продаются одна девочка и два мальчика Джек Рассел Терьера из московского питомника (находятся в Анапе). Для души или выставок с отличной родословной, документами РКФ, ветпаспортами. Щенки дружелюбные и активные. Станут прекрасными компаньонами в путешествиях и...",Краснодар,04.09.2022,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/d7/cc/80/599528_130x130.jpg
Продаются щенки Джек Рассел Терьера,Джек рассел терьер,True,25000,0.5,13,263,"Продаются одна девочка и два мальчика Джек Рассел Терьера из московского питомника (находятся в Анапе). Для души или выставок с отличной родословной, документами РКФ, ветпаспортами. Щенки дружелюбные и активные. Станут прекрасными компаньонами в путешествиях и...",Краснодар,04.09.2022,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/a1/5c/72/599533_130x130.jpg
Щенки Сибаину от чемпиона мира,Сиба-ину,False,70000,0.5,13,136,"В продаже щенки Сибаину с безупречной родословной. Веселые, здоровые, рыжие, с паспортами РКФ, прививками, жаждой любить и познавать мир",Москва,03.09.2022,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/b0/8c/b1/599485_130x130.jpg
Бронирование щенков пти-брабансон,Акбаш,False,180000,0.5,12,263,"Щенки пти-брабансон, шоколадный окрас, 1 мальчик и 3 девочки, возраст 1 мес- готовы к бронированию. Родословная. Все документы и прививки по возрасту будут сделаны. Собаки выращены и приучены к проживанию в квартире. Пти-брабансон- это собака-компаньон,верный ...",Москва,02.09.2022,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/bb/81/e9/599354_130x130.jpg
Бронирование щенков пти-брабансон,Бультерьер,False,180000,0.5,12,263,"Щенки пти-брабансон, шоколадный окрас, 1 мальчик и 3 девочки, возраст 1 мес- готовы к бронированию. Родословная. Все документы и прививки по возрасту будут сделаны. Собаки выращены и приучены к проживанию в квартире. Пти-брабансон- это собака-компаньон,верный ...",Москва,02.09.2022,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/ee/f1/a0/599359_130x130.jpg
Бронирование щенков пти-брабансон,Японский хин,False,180000,0.5,15,263,"Щенки пти-брабансон, шоколадный окрас, 1 мальчик и 3 девочки, возраст 1 мес- готовы к бронированию. Родословная. Все документы и прививки по возрасту будут сделаны. Собаки выращены и приучены к проживанию в квартире. Пти-брабансон- это собака-компаньон,верный ...",Москва,02.09.2022,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/85/6b/2c/599364_130x130.jpg
Бронирование щенков пти-брабансон,Английский кокер спаниель,False,180000,0.5,12,263,"Щенки пти-брабансон, шоколадный окрас, 1 мальчик и 3 девочки, возраст 1 мес- готовы к бронированию. Родословная. Все документы и прививки по возрасту будут сделаны. Собаки выращены и приучены к проживанию в квартире. Пти-брабансон- это собака-компаньон,верный ...",Москва,02.09.2022,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/77/13/a2/599369_130x130.jpg
Шпиц мини,Папильон (папийон),False,130000,0.3,15,45,"Продаётся шпиц девочка,4 месяца,с документами",Москва,31.08.2022,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
Питомник Щенков доставка по Рф,Бигль,False,9000,0.5,12,259,"Питомник Щенков без перекупщиков есть в продаже &quot ШПИЦ , МОПС , ДЖЕК РАССЕЛ , БИГЛЬ , ФРАНЦУЗСКИЙ БУЛЬДОГ , КОРГИ, ЙОРКШИРСКИЙ ТЕРЬЕР, ЧИХУАХУА, ТОЙ ТЕРЬЕР, ЛАБРАДОР, ДОБЕРМАН, РОТВЕЙЛЕР, БИШОН ФРИЗЕ, ПЕКИНЕС и.т.д наличии определенных пород уточняйте ...",Москва,01.09.2022,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/94/fa/77/599288_130x130.jpg
Щенки шипперке,Аляскинский маламут,False,60000,0.5,12,260,Ищет активные и ответственные руки щенок самой маленькой овчарки в мире - схипперке. Мальчик. Дата рождения 07.04.2022. Документы РКФ. Будет не крупным. Отец: WINTERRA BODYGUARD (Kurakuma Dark Star s Suschevky x Winterra Pepsi In My Mind): J.CHAMPION OF RUS...,Архангельск,30.08.2022,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/ea/86/84/599155_130x130.jpg
Щенки вельш-корги кардиган,Вельш корги кардиган (корги кардиган),True,65000,0.5,12,260,"Очаровательные карди девочки присматривают себе надежные ручки.Документы РКФ, клеймо, день рождения 07.07.2022, обработаны по возрасту.Активные, веселые озорные, будут готовы к переезду в новый дом в сентябре. Отец-Major Point Zoltan Юный Чемпион НКП Юный Ч...",Санкт-Петербург,29.08.2022,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/61/19/20/599087_130x130.jpg
Щенки вельш-корги кардиган,Вельш корги кардиган (корги кардиган),True,65000,0.5,12,260,"Очаровательные карди девочки присматривают себе надежные ручки.Документы РКФ, клеймо, день рождения 07.07.2022, обработаны по возрасту.Активные, веселые озорные, будут готовы к переезду в новый дом в сентябре. Отец-Major Point Zoltan Юный Чемпион НКП Юный Ч...",Санкт-Петербург,29.08.2022,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/e9/bb/a1/599092_130x130.jpg
Щенки Сиба ину,Сиба-ину,False,45000,0.5,13,114,"Щенки Сиба ину с родословной . Только девочки . Возраст 2 мес. Привиты , ветпаспорт . Клеймо. Доставка обсуждается",Москва,25.08.2022,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/1e/35/bd/598615_130x130.jpg
Щенки Сиба ину,Сиба-ину,False,45000,0.5,13,114,"Щенки Сиба ину с родословной . Только девочки . Возраст 2 мес. Привиты , ветпаспорт . Клеймо. Доставка обсуждается",Москва,25.08.2022,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/81/8d/1a/598619_130x130.jpg
Щенки сиба-ину,Сиба-ину,True,100000,0.5,13,261,"Два мальчика предлагаются для новой семьи! Дата рождения 18.07.2022 г. Перспективны для выставок и разведения. Так же будут прекрасными домашними любимцами. Невероятно милые, любознательные, активные, контактные, открытые, весёлые целовашки! Без недостатков ...",Екатеринбург,25.08.2022,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/37/78/f0/598638_130x130.jpg
Щенки сиба-ину,Сиба-ину,True,100000,0.5,13,261,"Два мальчика предлагаются для новой семьи! Дата рождения 18.07.2022 г. Перспективны для выставок и разведения. Так же будут прекрасными домашними любимцами. Невероятно милые, любознательные, активные, контактные, открытые, весёлые целовашки! Без недостатков ...",Екатеринбург,25.08.2022,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2a/b5/e8/598648_130x130.jpg
